Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Dead weight tons in thousands Missing value,Percentage of total fleet,Percentage of total fleet Footnote,Percentage of total fleet Missing value,Number of ships,Number of ships Footnote,Number of ships Missing value
2023,360,"Indonesia",398,"Kazakhstan",0,,,0,,,0,,
2023,360,"Indonesia",404,"Kenya",0,,,0,,,0,,
2023,360,"Indonesia",296,"Kiribati",0,,,0,,,0,,
2023,360,"Indonesia",414,"Kuwait",0,,,0,,,0,,
2023,360,"Indonesia",418,"Lao People's Dem. Rep.",0,,,0,,,0,,
2023,360,"Indonesia",428,"Latvia",0,,,0,,,0,,
2023,360,"Indonesia",422,"Lebanon",0,,,0,,,0,,
2023,360,"Indonesia",430,"Liberia",0,,,0,,,0,,
2023,360,"Indonesia",434,"Libya",0,,,0,,,0,,
2023,360,"Indonesia",440,"Lithuania",0,,,0,,,0,,
2023,360,"Indonesia",442,"Luxembourg",0,,,0,,,0,,
2023,360,"Indonesia",450,"Madagascar",0,,,0,,,0,,
2023,360,"Indonesia",458,"Malaysia",226.105,,,0.81881,,,13,,
2023,360,"Indonesia",462,"Maldives",0,,,0,,,0,,
2023,360,"Indonesia",470,"Malta",0,,,0,,,0,,
2023,360,"Indonesia",584,"Marshall Islands",0,,,0,,,0,,
2023,360,"Indonesia",478,"Mauritania",0,,,0,,,0,,
2023,360,"Indonesia",480,"Mauritius",0,,,0,,,0,,
2023,360,"Indonesia",484,"Mexico",0,,,0,,,0,,
2023,360,"Indonesia",583,"Micronesia (Federated States of)",0,,,0,,,0,,
2023,360,"Indonesia",492,"Monaco",0,,,0,,,0,,
2023,360,"Indonesia",496,"Mongolia",0,,,0,,,0,,
2023,360,"Indonesia",499,"Montenegro",0,,,0,,,0,,
2023,360,"Indonesia",504,"Morocco",0,,,0,,,0,,
2023,360,"Indonesia",508,"Mozambique",0,,,0,,,0,,
2023,360,"Indonesia",104,"Myanmar",0,,,0,,,0,,
2023,360,"Indonesia",516,"Namibia",0,,,0,,,0,,
2023,360,"Indonesia",528,"Netherlands (Kingdom of the)",5.051,,,0.01829,,,1,,
2023,360,"Indonesia",540,"New Caledonia",0,,,0,,,0,,
2023,360,"Indonesia",554,"New Zealand",0,,,0,,,0,,
2023,360,"Indonesia",558,"Nicaragua",0,,,0,,,0,,
2023,360,"Indonesia",566,"Nigeria",0,,,0,,,0,,
2023,360,"Indonesia",578,"Norway",20.578,,,0.07452,,,3,,
2023,360,"Indonesia",512,"Oman",0,,,0,,,0,,
2023,360,"Indonesia",586,"Pakistan",0,,,0,,,0,,
2023,360,"Indonesia",591,"Panama",0,,,0,,,0,,
2023,360,"Indonesia",598,"Papua New Guinea",0,,,0,,,0,,
2023,360,"Indonesia",600,"Paraguay",0,,,0,,,0,,
2023,360,"Indonesia",604,"Peru",0,,,0,,,0,,
2023,360,"Indonesia",608,"Philippines",7.744,,,0.02804,,,2,,
2023,360,"Indonesia",616,"Poland",0,,,0,,,0,,
2023,360,"Indonesia",620,"Portugal",0,,,0,,,0,,
2023,360,"Indonesia",634,"Qatar",0,,,0,,,0,,
2023,360,"Indonesia",410,"Republic of Korea",85.952,,,0.31126,,,3,,
2023,360,"Indonesia",498,"Republic of Moldova",0,,,0,,,0,,
2023,360,"Indonesia",642,"Romania",0,,,0,,,0,,
2023,360,"Indonesia",643,"Russian Federation",0,,,0,,,0,,
2023,360,"Indonesia",659,"Saint Kitts and Nevis",0,,,0,,,0,,
2023,360,"Indonesia",662,"Saint Lucia",0,,,0,,,0,,
2023,360,"Indonesia",670,"Saint Vincent and the Grenadines",0,,,0,,,0,,
2023,360,"Indonesia",882,"Samoa",0,,,0,,,0,,
2023,360,"Indonesia",678,"Sao Tome and Principe",0,,,0,,,0,,
2023,360,"Indonesia",682,"Saudi Arabia",0,,,0,,,0,,
2023,360,"Indonesia",686,"Senegal",0,,,0,,,0,,
2023,360,"Indonesia",688,"Serbia",0,,,0,,,0,,
2023,360,"Indonesia",690,"Seychelles",0,,,0,,,0,,
2023,360,"Indonesia",694,"Sierra Leone",0,,,0,,,0,,
2023,360,"Indonesia",702,"Singapore",958.961,,,3.47274,,,86,,
2023,360,"Indonesia",703,"Slovakia",0,,,0,,,0,,
2023,360,"Indonesia",705,"Slovenia",0,,,0,,,0,,
2023,360,"Indonesia",090,"Solomon Islands",0,,,0,,,0,,
2023,360,"Indonesia",706,"Somalia",0,,,0,,,0,,
2023,360,"Indonesia",710,"South Africa",0,,,0,,,0,,
2023,360,"Indonesia",724,"Spain",0,,,0,,,0,,
2023,360,"Indonesia",144,"Sri Lanka",0,,,0,,,0,,
2023,360,"Indonesia",729,"Sudan",0,,,0,,,0,,
2023,360,"Indonesia",740,"Suriname",0,,,0,,,0,,
2023,360,"Indonesia",752,"Sweden",0,,,0,,,0,,
2023,360,"Indonesia",756,"Switzerland",0,,,0,,,0,,
2023,360,"Indonesia",438,"Liechtenstein",0,,,0,,,0,,
2023,360,"Indonesia",760,"Syrian Arab Republic",0,,,0,,,0,,
2023,360,"Indonesia",764,"Thailand",0,,,0,,,0,,
2023,360,"Indonesia",626,"Timor-Leste",0,,,0,,,0,,
2023,360,"Indonesia",776,"Tonga",0,,,0,,,0,,
2023,360,"Indonesia",780,"Trinidad and Tobago",0,,,0,,,0,,
2023,360,"Indonesia",788,"Tunisia",0,,,0,,,0,,
2023,360,"Indonesia",792,"Türkiye",0,,,0,,,0,,
2023,360,"Indonesia",795,"Turkmenistan",0,,,0,,,0,,
2023,360,"Indonesia",798,"Tuvalu",0,,,0,,,0,,
2023,360,"Indonesia",804,"Ukraine",0,,,0,,,0,,
2023,360,"Indonesia",784,"United Arab Emirates",0,,,0,,,0,,
2023,360,"Indonesia",826,"United Kingdom",43.564,,,0.15776,,,3,,
2023,360,"Indonesia",834,"United Republic of Tanzania",0,,,0,,,0,,
2023,360,"Indonesia",841,"United States of America including Puerto Rico",73.074,,,0.26463,,,1,,
2023,360,"Indonesia",840,"United States",73.074,,,0.26463,,,1,,
2023,360,"Indonesia",850,"United States Virgin Islands",0,,,0,,,0,,
2023,360,"Indonesia",858,"Uruguay",0,,,0,,,0,,
2023,360,"Indonesia",548,"Vanuatu",0,,,0,,,0,,
2023,360,"Indonesia",862,"Venezuela (Bolivarian Rep. of)",0,,,0,,,0,,
2023,360,"Indonesia",704,"Viet Nam",15.998,,,0.05793,,,3,,
2023,360,"Indonesia",887,"Yemen",0,,,0,,,0,,
2023,360,"Indonesia",0002,"Special economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023,360,"Indonesia",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",18.86,,,0.0683,,,1,,
2023,360,"Indonesia",757,"Switzerland including Liechtenstein",0,,,0,,,0,,
2023,360,"Indonesia",926,"United Kingdom including Channel Islands and Isle of Man",43.564,,,0.15776,,,3,,
2023,360,"Indonesia",842,"United States of America including Puerto Rico and United States Virgin Islands",73.074,,,0.26463,,,1,,
2023,360,"Indonesia",5600,"Asia and Oceania",27160.215,,,98.35676,,,2470,,
2023,360,"Indonesia",5702,"Northern America and Europe",291.721,,,1.05643,,,15,,
2023,360,"Indonesia",5706,"Europe, Northern America, Australia and New Zealand",297.721,,,1.07815,,,16,,
2023,360,"Indonesia",5703,"Central and Southern Asia",19.999,,,0.07242,,,1,,
2023,360,"Indonesia",5704,"Eastern and South-Eastern Asia",27134.216,,,98.2626,,,2468,,
2023,360,"Indonesia",5705,"Western Asia and Northern Africa",0,,,0,,,0,,
2023,360,"Indonesia",1400,"Developing economies",27016.461,,,97.83617,,,2459,,
2023,360,"Indonesia",1410,"Developing economies: Africa",0,,,0,,,0,,
2023,360,"Indonesia",1420,"Developing economies: Americas",0,,,0,,,0,,
2023,360,"Indonesia",1460,"Developing economies: Asia and Oceania",27016.461,,,97.83617,,,2459,,
2023,360,"Indonesia",1430,"Developing economies: Asia",27016.461,,,97.83617,,,2459,,
2023,360,"Indonesia",1450,"Developing economies: Oceania",0,,,0,,,0,,
2023,360,"Indonesia",1500,"Developed economies",435.475,,,1.57701,,,26,,
2023,360,"Indonesia",1520,"Developed economies: Americas",156.128,,,0.56539,,,2,,
2023,360,"Indonesia",1560,"Developed economies: Asia and Oceania",143.754,,,0.52058,,,11,,
2023,360,"Indonesia",1530,"Developed economies: Asia",137.754,,,0.49886,,,10,,
2023,360,"Indonesia",1550,"Developed economies: Oceania",6,,,0.02173,,,1,,
2023,360,"Indonesia",1540,"Developed economies: Europe",135.593,,,0.49103,,,13,,
2023,360,"Indonesia",1600,"Developing economies excluding China",26998.644,,,97.77165,,,2454,,
2023,360,"Indonesia",1601,"Developing economies excluding LDCs",27016.461,,,97.83617,,,2459,,
2023,360,"Indonesia",1610,"LDCs (Least developed countries)",0,,,0,,,0,,
2023,360,"Indonesia",1614,"LDCs: Africa",0,,,0,,,0,,
2023,360,"Indonesia",1612,"LDCs: Asia",0,,,0,,,0,,
2023,360,"Indonesia",1615,"LDCs: Islands and Haiti",0,,,0,,,0,,
2023,360,"Indonesia",1620,"LLDCs (Landlocked developing countries)",0,,,0,,,0,,
2023,360,"Indonesia",1640,"SIDS (Small island developing States) (UN-OHRLLS)",1042.015,,,3.77351,,,87,,
2023,360,"Indonesia",1641,"SIDS: Atlantic and Indian Ocean",83.054,,,0.30077,,,1,,
2023,360,"Indonesia",1642,"SIDS: Caribbean",0,,,0,,,0,,
2023,360,"Indonesia",1643,"SIDS: Pacific",958.961,,,3.47274,,,86,,
2023,360,"Indonesia",2623,"Low-income developing economies",0,,,0,,,0,,
2023,360,"Indonesia",2622,"Middle-income developing economies",25767.448,,,93.31305,,,2349,,
2023,360,"Indonesia",2621,"High-income developing economies",1249.013,,,4.52312,,,110,,
2023,360,"Indonesia",2711,"BRICS",37.816,,,0.13695,,,6,,
2023,360,"Indonesia",3412,"European Union (2020 …)",71.451,,,0.25875,,,7,,
2023,360,"Indonesia",3916,"G20 (Group of Twenty)",26049.185,,,94.33332,,,2366,,
2023,360,"Indonesia",3919,"G-77 (Group of 77)",26970.331,,,97.66912,,,2453,,
2023,360,"Indonesia",3905,"OECD (Organisation for Economic Cooperation and Development)",352.112,,,1.27512,,,24,,
2023,364,"Iran (Islamic Republic of)",0000,"World",20372.188,,,100,,,281,,
2023,364,"Iran (Islamic Republic of)",5100,"Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5110,"Northern Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5120,"Sub-Saharan Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5121,"Eastern Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5122,"Middle Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5123,"Southern Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5124,"Western Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5200,"Americas",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5210,"Northern America",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5220,"Latin America and the Caribbean",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5221,"Caribbean",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5222,"Central America",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5223,"South America",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5300,"Asia",19982.206,,,98.08571,,,263,,
2023,364,"Iran (Islamic Republic of)",5310,"Central Asia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5330,"Eastern Asia",304.887,,,1.49658,,,3,,
2023,364,"Iran (Islamic Republic of)",5350,"South-eastern Asia",1.219,,,0.00598,,,1,,
2023,364,"Iran (Islamic Republic of)",5320,"Southern Asia",19274.306,,,94.61088,,,248,,
2023,364,"Iran (Islamic Republic of)",5340,"Western Asia",401.794,,,1.97227,,,11,,
2023,364,"Iran (Islamic Republic of)",5400,"Europe",289.509,,,1.4211,,,6,,
2023,364,"Iran (Islamic Republic of)",5410,"Eastern Europe",120.062,,,0.58934,,,4,,
2023,364,"Iran (Islamic Republic of)",5420,"Northern Europe",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",5430,"Southern Europe",164.445,,,0.8072,,,1,,
2023,364,"Iran (Islamic Republic of)",5440,"Western Europe",5.002,,,0.02455,,,1,,
2023,364,"Iran (Islamic Republic of)",5500,"Oceania",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",0000u,"World n.e.s.",100.473,,,0.49319,,,12,,
2023,364,"Iran (Islamic Republic of)",0001,"Individual economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023,364,"Iran (Islamic Republic of)",008,"Albania",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",012,"Algeria",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",024,"Angola",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",660,"Anguilla",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",028,"Antigua and Barbuda",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",032,"Argentina",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",533,"Aruba",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",036,"Australia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",040,"Austria",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",031,"Azerbaijan",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",044,"Bahamas",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",048,"Bahrain",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",050,"Bangladesh",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",052,"Barbados",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",056,"Belgium",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",084,"Belize",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",204,"Benin",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",060,"Bermuda",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",068,"Bolivia (Plurinational State of)",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",076,"Brazil",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",092,"British Virgin Islands",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",096,"Brunei Darussalam",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",100,"Bulgaria",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",132,"Cabo Verde",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",116,"Cambodia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",120,"Cameroon",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",124,"Canada",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",136,"Cayman Islands",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",152,"Chile",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",156,"China",303.414,,,1.48935,,,2,,
2023,364,"Iran (Islamic Republic of)",344,"China, Hong Kong SAR",1.473,,,0.00723,,,1,,
2023,364,"Iran (Islamic Republic of)",446,"China, Macao SAR",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",158,"China, Taiwan Province of",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",170,"Colombia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",178,"Congo",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",184,"Cook Islands",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",188,"Costa Rica",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",384,"Côte d'Ivoire",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",191,"Croatia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",192,"Cuba",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",531,"Curaçao",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",196,"Cyprus",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",408,"Dem. People's Rep. of Korea",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",180,"Dem. Rep. of the Congo",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",208,"Denmark",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",262,"Djibouti",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",212,"Dominica",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",214,"Dominican Republic",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",218,"Ecuador",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",818,"Egypt",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",226,"Equatorial Guinea",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",232,"Eritrea",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",233,"Estonia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",231,"Ethiopia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",234,"Faroe Islands",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",242,"Fiji",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",246,"Finland",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",250,"France",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",258,"French Polynesia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",266,"Gabon",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",270,"Gambia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",268,"Georgia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",276,"Germany",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",288,"Ghana",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",292,"Gibraltar",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",300,"Greece",164.445,,,0.8072,,,1,,
2023,364,"Iran (Islamic Republic of)",304,"Greenland",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",308,"Grenada",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",312,"Guadeloupe",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",316,"Guam",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",320,"Guatemala",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",831,"Guernsey",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",324,"Guinea",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",328,"Guyana",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",332,"Haiti",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",340,"Honduras",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",352,"Iceland",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",356,"India",518.314,,,2.54422,,,4,,
2023,364,"Iran (Islamic Republic of)",360,"Indonesia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",364,"Iran (Islamic Republic of)",18755.992,,,92.06665,,,244,,
2023,364,"Iran (Islamic Republic of)",368,"Iraq",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",372,"Ireland",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",376,"Israel",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",380,"Italy",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",388,"Jamaica",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",392,"Japan",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",832,"Jersey",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",400,"Jordan",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",398,"Kazakhstan",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",404,"Kenya",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",296,"Kiribati",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",414,"Kuwait",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",418,"Lao People's Dem. Rep.",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",428,"Latvia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",422,"Lebanon",194.601,,,0.95523,,,2,,
2023,364,"Iran (Islamic Republic of)",430,"Liberia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",434,"Libya",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",440,"Lithuania",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",442,"Luxembourg",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",450,"Madagascar",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",458,"Malaysia",1.219,,,0.00598,,,1,,
2023,364,"Iran (Islamic Republic of)",462,"Maldives",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",470,"Malta",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",584,"Marshall Islands",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",478,"Mauritania",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",480,"Mauritius",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",484,"Mexico",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",583,"Micronesia (Federated States of)",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",492,"Monaco",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",496,"Mongolia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",499,"Montenegro",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",504,"Morocco",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",508,"Mozambique",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",104,"Myanmar",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",516,"Namibia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",528,"Netherlands (Kingdom of the)",5.002,,,0.02455,,,1,,
2023,364,"Iran (Islamic Republic of)",540,"New Caledonia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",554,"New Zealand",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",558,"Nicaragua",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",566,"Nigeria",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",578,"Norway",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",512,"Oman",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",586,"Pakistan",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",591,"Panama",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",598,"Papua New Guinea",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",600,"Paraguay",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",604,"Peru",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",608,"Philippines",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",616,"Poland",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",620,"Portugal",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",634,"Qatar",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",410,"Republic of Korea",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",498,"Republic of Moldova",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",642,"Romania",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",643,"Russian Federation",120.062,,,0.58934,,,4,,
2023,364,"Iran (Islamic Republic of)",659,"Saint Kitts and Nevis",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",662,"Saint Lucia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",670,"Saint Vincent and the Grenadines",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",882,"Samoa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",678,"Sao Tome and Principe",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",682,"Saudi Arabia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",686,"Senegal",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",688,"Serbia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",690,"Seychelles",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",694,"Sierra Leone",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",702,"Singapore",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",703,"Slovakia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",705,"Slovenia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",090,"Solomon Islands",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",706,"Somalia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",710,"South Africa",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",724,"Spain",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",144,"Sri Lanka",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",729,"Sudan",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",740,"Suriname",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",752,"Sweden",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",756,"Switzerland",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",438,"Liechtenstein",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",760,"Syrian Arab Republic",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",764,"Thailand",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",626,"Timor-Leste",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",776,"Tonga",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",780,"Trinidad and Tobago",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",788,"Tunisia",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",792,"Türkiye",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",795,"Turkmenistan",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",798,"Tuvalu",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",804,"Ukraine",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",784,"United Arab Emirates",207.193,,,1.01704,,,9,,
2023,364,"Iran (Islamic Republic of)",826,"United Kingdom",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",834,"United Republic of Tanzania",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",841,"United States of America including Puerto Rico",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",840,"United States",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",850,"United States Virgin Islands",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",858,"Uruguay",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",548,"Vanuatu",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",862,"Venezuela (Bolivarian Rep. of)",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",704,"Viet Nam",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",887,"Yemen",0,,,0,,,0,,
2023,364,"Iran (Islamic Republic of)",0002,"Special economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
